"","x"
"14777","Fortune Lake Slate formation"
"14778","Copps formation"
"14779","Murdoch formation"
"14780","Menihek formation"
"14781","Melville Lake formation"
"14782","Laddie formation"
"14783","Stambaugh formation"
"14784","Rabbit Lake formation"
"14785","Virginia formation"
"14786","Hiawatha Graywacke formation"
"14787","Pearson formation"
"14788","Rove formation"
"14789","Riverton Iron formation"
"14790","Purdy formation"
"14791","Costello formation"
"14792","Trommald formation"
"14793","Gunflint Iron formation"
"14794","Epworth formation"
"14795","Onaping formation"
"14796","Papaskwasati formation"
"14797","Mahnomen formation"
"14798","Kakabeka formation"
"14799","Ironwood Iron formation"
"14800","Tochatwi formation"
"14801","Trout Lake formation"
"14802","Thomson formation"
"14803","Echo Bay formation"
"14804","Beaverlodge formation"
"14805","Biwabik Iron formation"
"14806","Mavor formation"
"14807","Palms formation"
"14808","Sokoman formation"
"14809","Stark formation"
"14810","Pokegama Quartzite formation"
"14811","Amasa formation"
"14812","Vulcan Iron formation"
"14813","Pethei formation"
"14814","Burnside River formation"
"14815","Tukarak formation"
"14816","Ruth formation"
"14817","Kaochella formation"
"14818","Western River formation"
"14819","Mcleary formation"
"14820","Denham formation"
"14821","Wishart formation"
"14822","Sosan formation"
"14823","Goodrich Quartzite formation"
"14824","Fairweather formation"
"14825","Union Island formation"
"14826","Randville Dolomite formation"
"14827","Fleming formation"
"14828","Eskimo formation"
"14829","Kasegalik formation"
"14830","Denault formation"
"14831","Negaunee Iron formation"
"14832","Siamo Slate formation"
"14833","Ajibik Quartzite formation"
"14834","Attikamagen formation"
"14835","Fern Creek formation"
"14836","Wewe Slate formation"
"14837","Seward formation"
"14838","Bad River Dolomite formation"
"14839","Gowganda formation"
"14840","Otish Mt formation"
"14841","Montgomery Lake formation"
"14842","Gordon Lake formation"
"14843","Lorrain formation"
"14844","Kona Dolomite formation"
"14845","Espanola formation"
"14846","Bruce formation"
"14847","Sunday Quartzite formation"
"14848","Pecors formation"
"14849","Ramsay Lake formation"
"14850","McKim formation"
"14851","Enchantment Lake formation"
"14852","Livingstone Creek formation"
"14853","Matlock Iron formation"
"14854","Lake Vermilion formation"
"14855","Ely Greenstone formation"
"14856","East Branch Arkose formation"
"14857","Cache Bay Conglomerate formation"
"14858","Couchiching formation"
"14859","Witch Bay formation"
"14860","Jolliffe Ore Zone formation"
"14861","Mosher Dolomite formation"
"14862","Wagita formation"
"14863","Wasekwan formation"
"14864","Salish Formation"
"14865","Capilano Formation"
"14866","Gubik Formation"
"14867","San Pedro Formation"
"14868","Fraser Drift Formation"
"14869","Presumpscot Formation"
"14870","Prairie Formation"
"14871","Tierra Coloradoa and Tres Puentes and Belem Formation"
"14872","Paraje Solo Formation"
"14873","Acalapa Formation"
"14874","Herschel Island Formation"
"14875","Miami Limestone Formation"
"14876","Possession Drift Formation"
"14877","Orcutt Sand Formation"
"14878","Scotia Bluffs Formation"
"14879","Montgomery Formation"
"14880","Satilla Formation"
"14881","Cedral Formation"
"14882","Sinepuxent Formation"
"14883","Omar Formation"
"14884","Pamlico Formation"
"14885","Ironshire Formation"
"14886","Rio Dell Formation"
"14887","Bentley Formation"
"14888","Canebrake Conglomerate Formation"
"14889","Miccosukee Formation"
"14890","Cypresshead Formation"
"14891","Nashua Formation"
"14892","Laurentian Formation"
"14893","Norfolk Formation"
"14894","Walston Silt Formation"
"14895","Citronelle Formation"
"14896","Windsor Formation"
"14897","Sagavanirktok Formation"
"14898","Santa Barbara Formation"
"14899","Fernando Formation"
"14900","Quinault Formation"
"14901","Tugidak Formation"
"14902","Yakataga Formation"
"14903","Intracoastal Limestone Formation"
"14904","Nuktak Formation"
"14905","Beaverdam Formation"
"14906","Pensauken Formation"
"14907","Pico Formation"
"14908","Sonoma Volcanics Formation"
"14909","Milky River Formation"
"14910","Brian Head Formation"
"14911","Raysor Formation"
"14912","Purisima Formation"
"14913","San Joaquin Formation"
"14914","Zarzagal and Encajonado Formation"
"14915","Filisola Formation"
"14916","Bacons Castle Formation"
"14917","Careaga Sandstone Formation"
"14918","Intracoastal Formation"
"14919","Amate Superior Formation"
"14920","Concepcion Superior Formation"
"14921","Foxen Mudstone Formation"
"14922","Eel River Formation"
"14923","Beaufort Formation"
"14924","Etchegoin Formation"
"14925","Amate Inferior Formation"
"14926","Concepcion Inferior Formation"
"14927","Pullen Formation"
"14928","Cohansey Sand Formation"
"14929","Yorktown Formation"
"14930","Repetto Formation"
"14931","Graham Ferry Formation"
"14932","Deguynos Formation"
"14933","Bouse Formation"
"14934","Banquereau Formation"
"14935","Edie School Rhyolite Formation"
"14936","Wabasso Beds Formation"
"14937","Handhills Formation"
"14938","Eastover Formation"
"14939","Monterey Formation"
"14940","Latrania Formation"
"14941","Bear Lake Formation"
"14942","Redwood Formation"
"14943","Puente Formation"
"14944","Lagarto Formation"
"14945","Pascagoula Formation"
"14946","Quien Sabe Volcanics Formation"
"14947","Encanto Formation"
"14948","Kishenehn Formation"
"14949","Split Mountain Formation"
"14950","Empire Formation"
"14951","Jacalitos Formation"
"14952","Reef Ridge Shale Formation"
"14953","Belridge Diatomite Formation"
"14954","Castaic Formation"
"14955","Modelo Formation"
"14956","Hattiesburg Formation"
"14957","Pensacola Clay Formation"
"14958","Santa Margarita Sandstone Formation"
"14959","Peace River Formation"
"14960","St Marys Formation"
"14961","McLure Shale Formation"
"14962","Fruitvale Shale Formation"
"14963","Deadman River Formation"
"14964","Mackenzie Bay Formation"
"14965","Santa Margarita Formation"
"14966","Neroly Formation"
"14967","Tamiami Formation"
"14968","Molalla Formation"
"14969","Jenny Creek Tuff Formation"
"14970","Cierbo Formation"
"14971","Choptank Formation"
"14972","Briones Sandstone Formation"
"14973","Astoria Formation"
"14974","Coosawhatchie Formation"
"14975","McDonald Shale Formation"
"14976","Encarnacion Formation"
"14977","Escolin Formation"
"14978","Catahoula Formation"
"14979","Rodeo Shale Formation"
"14980","Altamaha Formation"
"14981","Hambre Sandstone Formation"
"14982","Cape Foulweather Basalt Formation"
"14983","Wicker Sandstone Formation"
"14984","Calabasas Formation"
"14985","El Modeno Volcanics Formation"
"14986","San Onofre Breccia Formation"
"14987","Claremont Shale Formation"
"14988","Tice Shale Formation"
"14989","Tarheel Formation"
"14990","Wanapum Basalt Formation"
"14991","Topanga Formation"
"14992","Old Gregory Formation"
"14993","Monterey Shale Formation"
"14994","Alferitz Siltstone Formation"
"14995","Devilwater Silt Formation"
"14996","Temblor Formation"
"14997","Deposito Formation"
"14998","Nanchital Conglomerate Formation"
"14999","Oursan Sandstone Formation"
"15000","Grande Ronde Basalt Formation"
"15001","Big Blue Formation"
"15002","Pungo River Formation"
"15003","Hawthorn Formation"
"15004","Cenotaph Volcanics Formation"
"15005","Tampa Formation"
"15006","Bruce Creek Limestone Formation"
"15007","Conejo Volcanics Formation"
"15008","Alverson Volcanics Formation"
"15009","Point Sal Formation"
"15010","Rincon Shale Formation"
"15011","Sobrante Sandstone Formation"
"15012","Depoe Bay Basalt Formation"
"15013","Lompico Sandstone Formation"
"15014","Chamisal Formation"
"15015","Escudo Sandstone Formation"
"15016","Olcese Sand Formation"
"15017","Topanga Canyon Formation"
"15018","Freeman Formation"
"15019","Lospe Formation"
"15020","Lambert Shale Formation"
"15021","Laird Sandstone Formation"
"15022","Hannah Formation"
"15023","Kirkwood Formation"
"15024","Poul Creek Formation"
"15025","Siebert Tuff Formation"
"15026","Torreya Formation"
"15027","Marks Head Formation"
"15028","Calvert Formation"
"15029","Vaqueros Formation"
"15030","Arcadia Formation"
"15031","Pioneer Formation"
"15032","Jackhammer Formation"
"15033","Brandon Lignite Formation"
"15034","Katalla Formation"
"15035","Anahuac Formation"
"15036","Gallaway Formation"
"15037","Coatzintla Formation"
"15038","Vedder Sand Formation"
"15039","La Laja Formation"
"15040","Parachucla Formation"
"15041","Edisto Formation"
"15042","Iverson Basalt Formation"
"15043","Macuspana Formation"
"15044","Frio Formation"
"15045","Paynes Hammock Formation"
"15046","Burbank Sand Formation"
"15047","Piney Point Formation"
"15048","Kirker Tuff Formation"
"15049","Kirker Formation"
"15050","Scappoose Formation"
"15051","Lincoln Creek Formation"
"15052","Chickasawhay Formation"
"15053","Paynes Hammock Sand Formation"
"15054","Whepley Shale Formation"
"15055","Misopa Formation"
"15056","Horcones Formation"
"15057","Palma Real Formation"
"15058","Norma Formation"
"15059","Kugmallit Formation"
"15060","Pike Creek Formation"
"15061","Narrow Cape Formation"
"15062","Suwannee Limestone Formation"
"15063","Tyonek Formation"
"15064","Bell Island Formation"
"15065","Kulthieth Formation"
"15066","Alegria Formation"
"15067","Pinecate Formation"
"15068","Pleito Formation"
"15069","Sespe Formation"
"15070","Sitkinak Formation"
"15071","Vicksburg Formation"
"15072","Nash Creek Formation"
"15073","Byram Formation"
"15074","Bucatunna Formation"
"15075","Glendon Limestone Formation"
"15076","Suwannacoochee Dolomite Formation"
"15077","Marianna Limestone Formation"
"15078","Mint Spring Formation"
"15079","Sandel Formation"
"15080","Ellaville Limestone Formation"
"15081","Ochlockonee Formation"
"15082","Lazaretto Creek Formation"
"15083","Forest Hill Formation"
"15084","Bumpnose Limestone Formation"
"15085","Tumey Formation"
"15086","Sitkalidak Formation"
"15087","Makah Formation"
"15088","Red Bluff Formation"
"15089","Fisher Formation"
"15090","Gaviota Formation"
"15091","Santiago Formation"
"15092","Jackson Formation"
"15093","Whitsett Formation"
"15094","Mosley Hill Formation"
"15095","Yazoo Formation"
"15096","Crystal River Formation"
"15097","Church Creek Formation"
"15098","San Juan Bautista Formation"
"15099","Indart Sandstone Formation"
"15100","Wagonwheel Formation"
"15101","Tumey Shale Formation"
"15102","Chinal Formation"
"15103","Nanchital Shale Formation"
"15104","Chapopote Formation"
"15105","Tantoyuca Formation"
"15106","Williston Formation"
"15107","Tobacco Road Formation"
"15108","Tunnel Point Sandstone Formation"
"15109","McElroy Formation"
"15110","Tobacco Road Sand Formation"
"15111","Dry Branch Formation"
"15112","Cooper Formation"
"15113","Pomerado Conglomerate Formation"
"15114","Cowlitz Formation"
"15115","Tokun Formation"
"15116","San Lorenzo Formation"
"15117","Bastendorff Shale Formation"
"15118","Vesper Church Formation"
"15119","Wellborn Formation"
"15120","Clinchfield Formation"
"15121","Skookumchuck Formation"
"15122","Coldwater Sandstone Formation"
"15123","Spencer Formation"
"15124","Sacate Formation"
"15125","Caddell Formation"
"15126","Moodys Branch Formation"
"15127","Kreyenhagen Shale Formation"
"15128","Kreyenhagen Formation"
"15129","Yachats Basalt Formation"
"15130","Cockfield Formation"
"15131","Richards Formation"
"15132","Congaree Formation"
"15133","Huber Formation"
"15134","Markley Formation"
"15135","Lyre Formation"
"15136","Yegua Formation"
"15137","Cook Mountain Formation"
"15138","Lisbon Formation"
"15139","Los Muertos Creek Formation"
"15140","Guayabal Formation"
"15141","Deal Formation"
"15142","Mission Valley Formation"
"15143","Stadium Conglomerate Formation"
"15144","Northcraft Formation"
"15145","Mount Wallace Formation"
"15146","Butano Sandstone Formation"
"15147","Coaledo Formation"
"15148","Sparta Formation"
"15149","Escalante Desert Formation"
"15150","Avon Park Limestone Formation"
"15151","Nestucca Formation"
"15152","Castle Hayne Formation"
"15153","Yamhill Formation"
"15154","McIntosh Formation"
"15155","Aldwell Formation"
"15156","Zilpha Clay Formation"
"15157","Famoso Sand Formation"
"15158","Cane River Formation"
"15159","Reindeer Formation"
"15160","Nanjemoy Formation"
"15161","Tolstoi Formation"
"15162","Weches Formation"
"15163","Winona Formation"
"15164","Vincentown Formation"
"15165","Pamunkey Formation"
"15166","Cozy Dell Shale Formation"
"15167","Torrey Sandstone Formation"
"15168","Nortonville Shale Formation"
"15169","Kushtaka Formation"
"15170","El Pico Clay Formation"
"15171","Queen City Formation"
"15172","Tallahatta Formation"
"15173","Oldsmar Limestone Formation"
"15174","Zilpha Shale Formation"
"15175","Cathedral Cliffs Formation"
"15176","Bateman Formation"
"15177","Domengine Formation"
"15178","Flournoy Formation"
"15179","Tyee Formation"
"15180","Ione Formation"
"15181","Siletz River Volcanics Formation"
"15182","Crescent Formation"
"15183","Stillwater Formation"
"15184","Matilija Sandstone Formation"
"15185","German Rancho Formation"
"15186","McAdams Formation"
"15187","Tejon Formation"
"15188","Aragon Formation"
"15189","Reklaw Formation"
"15190","Capay Formation"
"15191","Black Mingo Formation"
"15192","Indio Formation"
"15193","Carrizo Formation"
"15194","Gatchell Sandstone Formation"
"15195","Arroyo Hondo Formation"
"15196","Lodo Formation"
"15197","Uzpanapa Formation"
"15198","Coal Canyon Formation"
"15199","Lookingglass Formation"
"15200","Anita Formation"
"15201","Meridian Sand Formation"
"15202","Manasquan Formation"
"15203","Roseburg Formation"
"15204","Sabinetown Formation"
